,GSM2571735,GSM2571736,GSM2571737,GSM2571738,GSM2571739,GSM2571740,GSM2571741,GSM2571742,GSM2571743,GSM2571744,GSM2571745,GSM2571746
SRBD1,7.672237933,7.672395287,7.672672456,7.67269569,7.672553553,7.672623731,7.672549789,7.672509557,7.672717585,7.672805091,7.672892054,7.672703979
SRC,6.925675977,6.925216523,6.925529197,6.925485949,6.925536853,6.925622282,6.92579759,6.925112923,6.925247608,6.92533119,6.925549026,6.925134831
SRCAP,7.822208862,7.822447949,7.822135958,7.822371059,7.822282575,7.82229889,7.8223953,7.82244157,7.822612959,7.822554653,7.822373762,7.822560147
SRCIN1,6.806658351,6.806823933,6.806580333,6.806801168,6.806645544,6.806754104,6.806838502,6.806790706,6.806671351,6.806648917,6.80685758,6.806686091
SRCRB4D,6.850425661,6.85030719,6.850169275,6.850476749,6.850323356,6.850259885,6.85027488,6.850467402,6.850175408,6.850545301,6.850198507,6.850428185
SRD5A1,8.417610068,8.417857859,8.418720546,8.418261078,8.418518071,8.418870858,8.417782786,8.417444178,8.417859786,8.417889656,8.417792284,8.417934587
SRD5A2,6.097604558,6.097227044,6.09757278,6.097624837,6.09765968,6.097368962,6.097392907,6.097512209,6.097626951,6.097585283,6.097444008,6.097303709
SRD5A3,7.818955904,7.818861444,7.819190433,7.818913838,7.819138972,7.819096811,7.818846009,7.81879138,7.818829304,7.818807885,7.818760471,7.818855572
SREBF1,7.715405406,8.351857059,8.144113145,8.756119613,8.221524421,8.225031628,8.27907472,8.568011635,8.954137109,8.974095265,8.615741832,8.672217058
SREBF2,9.546795136,9.547062147,9.546909252,9.546876424,9.546846641,9.547148493,9.546949683,9.547148397,9.547115304,9.547142278,9.547185007,9.54701611
SREK1,8.449217104,9.252719943,8.563115894,8.565872273,8.613653043,8.612194699,8.468513858,8.682487191,9.138213472,9.042568252,9.143930601,8.692260254
SREK1IP1,8.296439947,8.296255122,8.29662782,8.296655521,8.296587449,8.296664701,8.296642473,8.296447674,8.296455654,8.296516217,8.296363787,8.296529012
SRF,9.134733283,9.130730745,8.869366605,8.775787504,9.056542281,8.949079252,9.077044179,8.893530975,8.927227462,8.909189723,8.811885651,8.857468348
SRFBP1,8.169021496,7.937760932,8.306364994,7.960493764,8.202272417,8.074512089,8.030658183,7.932137242,7.861607399,7.905083146,7.846658765,7.942074658
SRGAP2,7.671761989,8.026170355,7.894063934,8.038545858,7.806013827,7.723740401,7.752806515,8.13087852,8.433800188,8.221066661,8.151369152,8.190991877
SRGN,10.2857434,9.776179413,10.36147745,9.731752496,10.13165068,10.4860591,9.666038271,9.203902071,9.274308714,9.329543929,9.384501716,9.390907097
SRI,10.33559585,10.37801116,10.44081625,10.78797201,10.47529801,10.45784634,10.58401566,10.6196336,10.69171602,10.69951171,10.63292369,10.76754735
SRL,6.605318015,6.605268025,6.604285779,6.604999141,6.605381379,6.605226579,6.605326954,6.605226602,6.605473786,6.605366728,6.604909023,6.605359532
SRP14,11.21905773,11.12334953,11.38060511,11.35498996,11.35975984,11.34259669,11.36904249,11.1943903,11.16062679,11.16848788,11.20140718,11.26015259
SRP19,10.26494459,9.850319473,10.39480104,10.33732406,10.34152974,10.33200736,10.27968304,9.953504156,9.811308269,9.975255345,9.927515712,10.16697662
SRP54A,9.196158349,9.007184469,9.320390965,8.841632059,9.176998426,9.09053104,8.916345841,9.021544502,8.88156666,8.830750049,8.91636931,8.862989868
SRP68,9.187674072,9.187531792,9.187526383,9.187455742,9.187634517,9.187621511,9.187635577,9.187515133,9.187394047,9.187416373,9.187299496,9.187564684
SRP72,10.01832755,9.830281199,10.02764392,9.978438837,10.00510373,10.05998247,10.05731378,9.819658444,9.720491137,9.846911218,9.842949338,9.81871725
SRP9,10.19822637,9.886051369,10.40412213,10.28289468,10.29384591,10.35004468,10.25042766,10.06347736,9.876151619,9.86725229,9.99039871,10.06404816
SRPK1,7.585606195,7.585208023,7.584982992,7.584826083,7.585175066,7.585270548,7.585021947,7.585234052,7.585078133,7.584835301,7.585225264,7.585108535
SRPK2,10.33661337,10.5722163,10.2459219,10.49660394,10.155609,10.13541676,10.43276889,10.50976244,10.62975925,10.6963522,10.56327878,10.47514942
SRPK3,6.520633898,6.819159285,6.520202802,6.986532752,6.520581582,6.521221127,6.520964672,6.616487151,7.473157147,7.489106007,7.301062154,7.064563106
SRPR,9.362862769,9.157351596,9.38467841,9.0173919,9.28427205,9.338185662,9.126026529,8.937948353,8.920752186,9.01147443,8.99708675,9.054282575
SRPRB,12.04616941,12.18088744,12.53161857,12.1214095,12.48221028,12.3735849,12.13582727,11.82410303,12.06988445,11.9225391,12.05474547,11.82432294
SRPX,7.220985655,7.221490308,7.221549432,7.221159102,7.221734089,7.221444579,7.221105326,7.221079699,7.221244351,7.22113101,7.221059982,7.221365538
SRPX2,6.370876769,6.370763756,6.37094198,6.370577714,6.370863009,6.370895808,6.37063526,6.370616142,6.370637159,6.37053227,6.370561304,6.370417972
SRRD,7.165811834,7.165546756,7.165435724,7.165310404,7.165185235,7.16558344,7.165541922,7.165046285,7.164712546,7.16506064,7.164991578,7.165304267
SRRM1,8.76960791,8.769916082,8.769539635,8.769709986,8.76959939,8.769753998,8.769595998,8.769564069,8.769927878,8.769871808,8.769816441,8.769697951
SRRM2,10.90666973,10.8887589,10.98215556,11.20458099,10.91105716,11.09992417,10.8971574,10.88163205,10.77225057,10.78093268,10.91358652,10.64519689
SRRM3,7.448651947,7.449339599,7.449457103,7.448606981,7.448824451,7.448523851,7.449119406,7.449717929,7.449773873,7.449654636,7.450332966,7.449294534
SRSF1,10.22002066,10.26745159,10.35924048,10.09165474,10.26618877,10.42371437,10.14392413,9.967766958,10.02609038,9.957259124,10.04919404,9.913623646
SRSF10,8.872986879,8.60899266,8.740514399,8.378229655,8.732293732,8.730786474,8.559841684,8.582997764,8.503565979,8.540649404,8.406434543,8.52293374
SRSF11,9.864581484,10.29494398,9.789275382,9.822940817,9.842415607,9.857642359,9.825237135,9.821208896,10.16759878,10.06301517,10.1697931,9.878687814
SRSF2,10.48556406,10.67666395,10.60426224,10.32122779,10.62599312,10.80865524,10.31488705,10.20713482,10.41763082,10.40670058,10.36389885,10.212221
SRSF3,6.381038249,6.381361617,6.380922453,6.381035324,6.380956981,6.381189344,6.380994115,6.380983466,6.381362838,6.381297245,6.381354279,6.381169199
SRSF4,9.323855962,9.324073056,9.323731967,9.322504214,9.322708041,9.324532028,9.322638826,9.321040588,9.321874642,9.322312258,9.321906056,9.320847798
SRSF5,10.38978502,10.97121241,10.53433894,10.65049804,10.42053208,10.49997219,10.58836742,10.24534379,10.73926581,10.74692324,10.88182787,10.45357572
SRSF6,9.453848397,9.717812845,9.750180937,9.321428201,9.756314871,9.775738911,9.402877371,9.252610907,9.565381733,9.535578537,9.638878431,9.137417298
SRSF7,6.915717815,6.915984001,6.91527148,6.915571818,6.915643599,6.91532875,6.915715851,6.915163597,6.915621682,6.915648301,6.915546789,6.91523605
SRSF9,8.129743589,8.234523841,8.381390889,7.99300134,8.368049392,8.500234642,8.058477148,7.60373322,7.871216611,7.828372701,7.802748612,7.805776614
SRXN1,10.8634102,10.70260023,10.30497899,9.122446389,10.35945748,10.50428526,9.978343084,8.672311467,8.491361534,8.616169432,8.678966908,8.662999959
SRY,6.363438418,6.363127383,6.363603611,6.363295147,6.363798935,6.363798374,6.363813886,6.363633082,6.363733885,6.363494773,6.363396055,6.363522222
SS18,9.232654687,9.201269523,9.375521651,9.115499683,9.394521306,9.547394586,9.200894565,8.811170524,8.940835513,8.976005835,8.962588634,8.92407827
SS18L1,6.828754,6.828448633,6.828553495,6.828744952,6.828517026,6.828631273,6.828738164,6.828620804,6.828597127,6.828530141,6.828587502,6.828722489
SSB,10.48514622,10.26689135,10.46131561,10.29249917,10.40764035,10.44758544,10.3443748,10.21439773,10.22047977,10.20931281,10.15192141,10.24455814
SSBP1,8.742699727,8.395713999,8.898895719,8.765931544,8.802291327,8.940012399,8.665185312,8.367455548,8.38602061,8.418006533,8.470295413,8.520292991
SSBP2,8.625263423,8.708583826,8.748488365,8.868621216,8.733860368,8.475056809,8.832569681,9.151604646,9.218728269,9.272777563,8.980854717,9.18177211
SSBP3,9.801581491,9.521309642,9.783325215,9.429588456,9.998210547,9.809667058,9.777098916,9.366720674,9.314561136,9.298498643,9.269821837,9.454125301
SSBP4,7.960239415,7.960071962,7.960152104,7.960237883,7.96009935,7.960269002,7.960255498,7.960065342,7.960044504,7.959972783,7.959956791,7.960130326
SSC5D,7.143902594,7.143913087,7.143677096,7.143933823,7.143936335,7.144152529,7.144165495,7.143234662,7.143772239,7.143694298,7.143697534,7.143641091
SSFA2,9.161227387,9.161092311,9.161542959,9.161386942,9.161114554,9.161433392,9.161074672,9.161242897,9.161092922,9.160933784,9.16109738,9.161140436
SSH1,7.243875641,7.244650464,7.244074717,7.244439503,7.243851802,7.244339595,7.243932277,7.243789317,7.243636504,7.244307301,7.243945384,7.243509907
SSH2,8.785051573,9.014867239,8.67131522,8.820061494,8.923742864,8.632872807,8.747987625,8.828855597,9.086537724,9.01705828,8.849235331,8.825571328
SSH3,6.804170466,7.420632633,7.013638019,7.170003811,7.034284636,7.037837495,7.032099349,6.979936863,7.519860297,7.501778737,7.385967474,7.095568442
SSNA1,8.43248865,8.431887198,8.431027914,8.431334831,8.43159623,8.432391548,8.432572922,8.43020852,8.430343058,8.430766979,8.430317486,8.431014083
SSPN,7.535529199,7.599954193,7.737982986,8.07910914,7.219576515,7.406564479,7.801190239,7.960863438,8.083139484,8.169763142,7.949783637,8.201730132
SSR1,9.634636669,9.374707431,9.545520405,9.204496429,9.715651206,9.625426119,9.350932916,9.161515226,9.135892856,9.154475649,9.190192185,9.18695123
SSR2,9.515595195,9.12278162,9.533158524,9.262457975,9.459641316,9.598138028,9.335476843,9.033218897,8.844643023,8.960804234,9.047405841,9.085930997
SSR3,11.09161247,11.09154527,11.09157107,11.091452,11.09167172,11.0916837,11.09144155,11.09134028,11.09138895,11.09143632,11.09139695,11.09143399
SSR4,10.36739189,9.824390825,10.53165603,10.21311622,10.39844048,10.61743115,10.22270061,9.717222227,9.529528036,9.615830819,9.7199679,9.84390211
SSRP1,9.296691154,9.296922964,9.296898113,9.296771697,9.29690656,9.297080877,9.296803695,9.29666201,9.296848641,9.29687682,9.296807324,9.296698056
SSSCA1,8.053416878,8.053082835,8.053354674,8.053254657,8.05343939,8.053466205,8.05341718,8.053080353,8.053080084,8.053200106,8.053128706,8.053088877
SST,9.704224739,10.19614346,9.554864411,10.04792765,10.19339025,9.562742925,10.46884492,10.34433129,10.32298395,9.92327714,9.738769234,9.725586449
SSTR1,8.995038561,8.994977633,8.994803401,8.995164108,8.995116103,8.994799198,8.995190027,8.995459495,8.995275287,8.995414713,8.995286115,8.995183315
SSTR2,7.551512972,7.608268322,7.421445602,7.587850783,7.434090458,7.421727494,7.690834628,8.011066506,7.787437528,7.863910147,7.513855671,7.855008197
SSTR3,7.35291857,7.353158774,7.35308738,7.353171719,7.353234426,7.352947151,7.353028143,7.353450193,7.353652025,7.353405688,7.353274433,7.353238895
SSTR4,7.585178321,7.58446752,7.584428933,7.584400197,7.58476255,7.584555417,7.584399517,7.584547399,7.584380456,7.584117773,7.584462386,7.584303975
SSTR5,6.814024655,6.814034261,6.813998419,6.813967902,6.813957854,6.814024806,6.8141009,6.814102512,6.813947883,6.813787016,6.81404683,6.814136912
SSU72,9.95254627,9.886483896,9.955339372,9.944176499,9.961289945,9.945277769,9.95343645,9.923290186,9.911489235,9.930417434,9.914081105,9.947265121
SSUH2,6.397847879,6.39789308,6.397857528,6.398091158,6.397734258,6.397978398,6.397904623,6.398185481,6.397895717,6.397942394,6.397966711,6.398172133
SSX2IP,9.305208183,9.33434045,9.319084169,9.261058565,9.34494573,9.323181965,9.271559636,9.329658765,9.340515737,9.361464926,9.358232462,9.329825443
ST13,10.66693618,10.66688148,10.6666211,10.66620512,10.66660717,10.6664984,10.66673117,10.6663944,10.66632258,10.66633699,10.66627979,10.6663589
ST14,6.770710673,6.770590115,6.770957082,6.770581122,6.770604825,6.770842679,6.770566359,6.770474051,6.770384637,6.770128642,6.770365032,6.770605374
ST18,6.708359157,6.708580265,6.708702936,6.708592039,6.708689148,6.708582557,6.708553411,6.708483499,6.708637068,6.708503349,6.708500391,6.708471312
ST3GAL1,7.185286672,7.185514649,7.185272315,7.185165034,7.185372671,7.185381843,7.185095729,7.184989885,7.185203663,7.185280808,7.185129635,7.185051831
ST3GAL2,8.431644735,8.620313444,8.4925289,8.7550247,8.486433423,8.363586331,8.653859476,8.984665259,8.960394611,8.917829624,8.923902326,9.046243503
ST3GAL3,6.816201474,6.816037986,6.81649397,6.816688751,6.816459879,6.816465723,6.81665883,6.816890159,6.816616754,6.816605507,6.817059877,6.817069552
ST3GAL4,8.791422569,8.206240943,8.873009307,8.452871316,9.029728384,8.931373914,8.802937854,8.173975106,8.096571258,8.089836292,8.021199602,8.191310068
ST3GAL5,9.250439448,9.11986467,9.136922933,9.344994176,8.99673518,9.098396016,9.123363518,9.485168941,9.299868047,9.412796528,9.391359526,9.452395786
ST3GAL6,7.801578732,7.801558459,7.801841805,7.801667803,7.801637582,7.801831489,7.801491126,7.801291079,7.801602569,7.801698643,7.801594328,7.801498781
ST5,6.93046243,7.631249526,7.140234256,7.524682159,7.110887273,7.210371577,7.323614526,7.368098259,7.767434029,7.87121199,7.730494777,7.468443122
ST6GAL1,8.29873522,8.298873657,8.298826198,8.29853383,8.298831283,8.298847242,8.298811686,8.298320577,8.298726313,8.298927974,8.298796075,8.298743875
ST6GALNAC2,6.632350461,6.633009019,6.633138324,6.633003707,6.633059379,6.633228558,6.633084748,6.63248683,6.632848853,6.632483959,6.632898315,6.632815182
ST6GALNAC3,7.57327007,7.624382926,7.60359552,7.654721787,7.595093758,7.610363725,7.602349179,7.657748477,7.648960913,7.706810028,7.663573798,7.681081784
ST6GALNAC4,8.408858408,8.326290129,8.354322055,8.122954248,8.31406551,8.271254371,8.19894298,8.13628379,8.084405565,8.170004521,8.064451254,8.138479298
ST6GALNAC5,7.901721636,7.901542245,7.827903351,7.974581321,7.794462365,7.728207348,7.86619659,8.252585538,7.812850853,8.007957681,7.862947399,8.009111866
ST6GALNAC6,8.068248661,7.921860937,7.910411347,8.377088604,7.976262943,7.973302652,8.20622452,8.290733471,8.230843373,8.319702479,8.283133428,8.421739114
ST7,7.590864479,7.59058575,7.590842901,7.590382538,7.590873413,7.590800267,7.590661435,7.590746644,7.590749474,7.590634939,7.590645471,7.590570113
ST7L,8.317362181,8.317154718,8.317554186,8.317361976,8.317497599,8.317416217,8.3173364,8.317453226,8.317522766,8.317501293,8.317478827,8.317588601
ST8SIA1,6.832236149,6.832477448,6.832100546,6.832385494,6.832173404,6.831975638,6.832369827,6.832452645,6.832523311,6.832499292,6.832415035,6.832616563
ST8SIA2,6.261565024,6.261325292,6.261131484,6.261288993,6.261456652,6.261403042,6.261435594,6.261360117,6.261127963,6.261550075,6.261350285,6.26127201
ST8SIA3,8.328613809,7.779734369,8.374234787,8.44850239,8.253536518,8.180376545,8.318688229,8.419996193,7.979174216,8.230024134,8.122168083,8.218438806
ST8SIA4,6.493281804,6.492959656,6.493051343,6.492935327,6.493123996,6.493064741,6.49294135,6.49322302,6.492894153,6.492900848,6.49292996,6.493066471
STAB1,6.533077638,6.533306302,6.533421449,6.533291424,6.533383635,6.533312477,6.533172305,6.533127367,6.532997625,6.533293308,6.533220868,6.533340082
STAB2,6.616354366,6.616553147,6.616248256,6.616015603,6.616438857,6.61616272,6.616466627,6.616515764,6.616026717,6.615878005,6.616795212,6.61634989
STAC,6.648242045,6.648192372,6.647906411,6.647927789,6.648014066,6.64793643,6.648029391,6.648126075,6.648190087,6.64816083,6.648054285,6.648221508
STAC2,7.370993814,7.631436009,7.921545808,6.854703681,7.479418198,7.747867414,7.437019532,7.245020451,7.069959027,7.107023653,7.076411978,6.991227489
STAC3,6.553453408,6.5533706,6.553393092,6.553522524,6.553464596,6.553589865,6.553481406,6.553672937,6.553586922,6.553561048,6.553348232,6.553430262
STAG1,7.939066499,7.934334041,7.943287138,7.932379111,7.942340737,7.940195325,7.93419848,7.930587459,7.930978735,7.930136195,7.930006243,7.92807316
STAG2,9.753947635,9.753803703,9.754370182,9.754090605,9.754240159,9.754143252,9.753980749,9.754098675,9.754139897,9.754116719,9.754021428,9.754267403
STAG3,6.364484307,6.364830692,6.363951053,6.363877933,6.363905561,6.363736656,6.364156933,6.36445845,6.364781177,6.363510888,6.364210138,6.363586454
STAM2,7.239006443,7.238000217,7.238177178,7.238373324,7.238615189,7.238497249,7.238741389,7.238268046,7.238068967,7.237771592,7.237719235,7.238369182
STAMBP,8.087885963,8.08770075,8.08794331,8.088039333,8.08784595,8.087765244,8.087978609,8.087950077,8.088332011,8.088462957,8.088143716,8.088249979
STAMBPL1,9.127677755,9.12242332,9.019651735,8.978076052,8.973543582,8.959037573,9.00517479,9.043187279,9.038189177,9.033868869,9.033106547,9.042648916
STAP1,6.282557127,6.282148477,6.281970906,6.282135874,6.2825129,6.282478413,6.28195412,6.282090862,6.282092604,6.282040701,6.281839567,6.282647051
STAP2,7.249476974,7.249578348,7.249578051,7.249874907,7.249629309,7.249432337,7.249696811,7.249889794,7.250297844,7.25022823,7.250015345,7.25014405
STAR,6.43628321,6.436729319,6.436468163,6.436587127,6.436880923,6.436261414,6.436594599,6.436448925,6.436811457,6.43682622,6.436451059,6.435704974
STARD10,8.314292552,8.199651932,8.334715034,8.495391601,8.207251179,8.303036383,8.538638955,8.487928692,8.312636629,8.383595976,8.386505124,8.538819968
STARD13,7.255826101,7.256273087,7.256231136,7.255893708,7.256116721,7.256070064,7.255886244,7.255848976,7.25614674,7.256061245,7.25591511,7.256057031
STARD3,8.525593467,8.525646319,8.525662469,8.525612455,8.525358149,8.52568891,8.525699559,8.525487643,8.525221149,8.525351136,8.525639719,8.525488117
STARD3NL,9.873006508,9.87287905,9.873083518,9.872990684,9.8732085,9.87314089,9.87309219,9.872890357,9.872974905,9.872930795,9.872907388,9.872992593
STARD4,7.374666113,7.374474219,7.37427647,7.374092331,7.374521145,7.374396584,7.374469757,7.374513366,7.374464546,7.374499197,7.374227822,7.374453133
STARD5,7.318276187,7.318243876,7.318206065,7.318142901,7.318341732,7.318341371,7.318432871,7.318191769,7.318275175,7.318204181,7.318335983,7.318301614
STARD6,7.275450117,7.274962955,7.275401653,7.275517858,7.274965655,7.275365835,7.275270261,7.275051297,7.275230612,7.275023821,7.275051761,7.275296907
STARD7,6.821509624,6.821290016,6.821300443,6.821398035,6.821317601,6.821399462,6.821548357,6.821355691,6.82116594,6.82114603,6.821399177,6.821372679
STARD8,7.234902721,7.355722161,7.183072841,7.685099823,7.208190669,7.226285057,7.552334984,7.738709375,7.722305776,7.719807677,7.622490323,7.75446697
STAT1,8.653745017,8.653927527,8.654165922,8.654139341,8.654290443,8.653928219,8.653969503,8.653673953,8.653812416,8.653736761,8.653827333,8.653790452
STAT2,7.753451994,7.753496482,7.753528749,7.753587588,7.753795402,7.753691114,7.75366295,7.753179433,7.753588409,7.75339811,7.753346459,7.75343748
STAT3,9.644799844,9.045704679,9.531917189,8.814341498,9.634732414,9.812069691,9.418342788,7.589741271,7.545518339,7.515391439,7.555176166,7.581394465
